fight,commence_time,bookmaker,fighter,decimal_odds,implied_prob,avg_decimal,rank,role
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,FanDuel,Sam Hughes,1.32,0.7575757575757576,1.296,2.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,BetAnySports,Sam Hughes,1.29,0.7751937984496123,1.296,2.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,BetOnline.ag,Shauna Bannon,3.6,0.2777777777777778,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,Fliff,Shauna Bannon,3.5,0.2857142857142857,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,DraftKings,Shauna Bannon,3.7,0.27027027027027023,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,BetUS,Shauna Bannon,3.54,0.2824858757062147,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,Bally Bet,Shauna Bannon,3.7,0.27027027027027023,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,BetRivers,Shauna Bannon,3.7,0.27027027027027023,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,betPARX,Shauna Bannon,3.7,0.27027027027027023,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,ESPN BET,Shauna Bannon,3.45,0.2898550724637681,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,FanDuel,Shauna Bannon,3.3,0.30303030303030304,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,BetAnySports,Shauna Bannon,3.8,0.2631578947368421,3.599,3.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,BetOnline.ag,Under 2.5,4.25,0.23529411764705882,4.196666666666666,4.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,DraftKings,Under 2.5,4.1,0.24390243902439027,4.196666666666666,4.0,underdog
Shauna Bannon vs Sam Hughes,2025-09-06 16:15:00+00:00,BetUS,Under 2.5,4.24,0.23584905660377356,4.196666666666666,4.0,underdog
Tatiana Suarez vs Amanda Lemos,2025-09-14 04:00:00+00:00,BetOnline.ag,Amanda Lemos,4.55,0.21978021978021978,4.1,2.0,underdog
Tatiana Suarez vs Amanda Lemos,2025-09-14 04:00:00+00:00,DraftKings,Amanda Lemos,4.4,0.22727272727272727,4.1,2.0,underdog
Tatiana Suarez vs Amanda Lemos,2025-09-14 04:00:00+00:00,FanDuel,Amanda Lemos,3.8,0.2631578947368421,4.1,2.0,underdog
Tatiana Suarez vs Amanda Lemos,2025-09-14 04:00:00+00:00,Fliff,Amanda Lemos,3.65,0.273972602739726,4.1,2.0,underdog
Tatiana Suarez vs Amanda Lemos,2025-09-14 04:00:00+00:00,BetOnline.ag,Tatiana Suarez,1.24,0.8064516129032259,1.245,1.0,favorite
Tatiana Suarez vs Amanda Lemos,2025-09-14 04:00:00+00:00,DraftKings,Tatiana Suarez,1.23,0.8130081300813008,1.245,1.0,favorite
Tatiana Suarez vs Amanda Lemos,2025-09-14 04:00:00+00:00,FanDuel,Tatiana Suarez,1.26,0.7936507936507936,1.245,1.0,favorite
Tatiana Suarez vs Amanda Lemos,2025-09-14 04:00:00+00:00,Fliff,Tatiana Suarez,1.25,0.8,1.245,1.0,favorite
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,FanDuel,Cezary Oleksiejczuk,1.31,0.7633587786259541,1.3133333333333335,1.0,favorite
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,BetOnline.ag,Cezary Oleksiejczuk,1.32,0.7575757575757576,1.3133333333333335,1.0,favorite
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,BetAnySports,Cezary Oleksiejczuk,1.31,0.7633587786259541,1.3133333333333335,1.0,favorite
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,BetOnline.ag,Over 1.5,2.05,0.48780487804878053,2.0,3.0,underdog
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,BetAnySports,Over 1.5,1.95,0.5128205128205129,2.0,3.0,underdog
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,FanDuel,Theo Haig,3.6,0.2777777777777778,3.5833333333333335,4.0,underdog
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,BetOnline.ag,Theo Haig,3.65,0.273972602739726,3.5833333333333335,4.0,underdog
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,BetAnySports,Theo Haig,3.5,0.2857142857142857,3.5833333333333335,4.0,underdog
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,BetOnline.ag,Under 1.5,1.8,0.5555555555555556,1.8,2.0,underdog
Theo Haig vs Cezary Oleksiejczuk,2025-09-03 01:30:00+00:00,BetAnySports,Under 1.5,1.8,0.5555555555555556,1.8,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetOnline.ag,Over 2.5,1.37,0.7299270072992701,1.366666666666667,1.0,favorite
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,DraftKings,Over 2.5,1.36,0.7352941176470588,1.366666666666667,1.0,favorite
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetUS,Over 2.5,1.37,0.7299270072992701,1.366666666666667,1.0,favorite
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetOnline.ag,Robert Ruchala,2.9,0.3448275862068966,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,Fliff,Robert Ruchala,2.85,0.3508771929824561,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetMGM,Robert Ruchala,3.0,0.3333333333333333,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,DraftKings,Robert Ruchala,3.05,0.3278688524590164,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetUS,Robert Ruchala,2.94,0.3401360544217687,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,Bally Bet,Robert Ruchala,2.8,0.35714285714285715,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetRivers,Robert Ruchala,2.8,0.35714285714285715,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,betPARX,Robert Ruchala,2.8,0.35714285714285715,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,FanDuel,Robert Ruchala,2.96,0.33783783783783783,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,ESPN BET,Robert Ruchala,2.9,0.3448275862068966,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetAnySports,Robert Ruchala,2.95,0.3389830508474576,2.9045454545454543,3.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetOnline.ag,Under 2.5,3.22,0.3105590062111801,3.18,4.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,DraftKings,Under 2.5,3.1,0.3225806451612903,3.18,4.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetUS,Under 2.5,3.22,0.3105590062111801,3.18,4.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetOnline.ag,William Gomis,1.44,0.6944444444444444,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,Fliff,William Gomis,1.38,0.7246376811594204,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetMGM,William Gomis,1.4,0.7142857142857143,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,DraftKings,William Gomis,1.4,0.7142857142857143,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetUS,William Gomis,1.43,0.6993006993006994,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,Bally Bet,William Gomis,1.43,0.6993006993006994,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetRivers,William Gomis,1.43,0.6993006993006994,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,betPARX,William Gomis,1.43,0.6993006993006994,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,FanDuel,William Gomis,1.38,0.7246376811594204,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,ESPN BET,William Gomis,1.43,0.6993006993006994,1.4163636363636363,2.0,underdog
William Gomis vs Robert Ruchala,2025-09-06 17:45:00+00:00,BetAnySports,William Gomis,1.43,0.6993006993006994,1.4163636363636363,2.0,underdog
Zachary Reese vs Sedriques Dumas,2025-09-14 03:00:00+00:00,BetOnline.ag,Sedriques Dumas,3.35,0.29850746268656714,3.2875,2.0,underdog
Zachary Reese vs Sedriques Dumas,2025-09-14 03:00:00+00:00,DraftKings,Sedriques Dumas,3.3,0.30303030303030304,3.2875,2.0,underdog
Zachary Reese vs Sedriques Dumas,2025-09-14 03:00:00+00:00,FanDuel,Sedriques Dumas,3.3,0.30303030303030304,3.2875,2.0,underdog
Zachary Reese vs Sedriques Dumas,2025-09-14 03:00:00+00:00,Fliff,Sedriques Dumas,3.2,0.3125,3.2875,2.0,underdog
Zachary Reese vs Sedriques Dumas,2025-09-14 03:00:00+00:00,BetOnline.ag,Zachary Reese,1.36,0.7352941176470588,1.335,1.0,favorite
Zachary Reese vs Sedriques Dumas,2025-09-14 03:00:00+00:00,DraftKings,Zachary Reese,1.35,0.7407407407407407,1.335,1.0,favorite
Zachary Reese vs Sedriques Dumas,2025-09-14 03:00:00+00:00,FanDuel,Zachary Reese,1.32,0.7575757575757576,1.335,1.0,favorite
Zachary Reese vs Sedriques Dumas,2025-09-14 03:00:00+00:00,Fliff,Zachary Reese,1.31,0.7633587786259541,1.335,1.0,favorite
